;Unnamed: 0;year;school_name;class_name;class_symbol;class_type;class_size;occupation;available_languages;extended_subjects;points_stats_min;points_stats_avg;points_stats_max
0;0;2021;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;[O] hist-ang-pol (ang-fra*,hisz*,niem*);1A_(pol+hist+ang);ogólnodostępny;30;;ang,fra,hisz,niem;hist,ang,pol;132,90;143,27;155,20
1;1;2021;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;[O] inf-ang-mat (ang-fra*,hisz*,niem*);1B_(mat+info+ang);ogólnodostępny;30;;ang,fra,hisz,niem;inf,ang,mat;161,65;164,77;170,80
2;2;2021;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;[O] hist-ang-wos (ang-fra*,hisz*,niem*);1C_(hist+wos+ang);ogólnodostępny;30;;ang,fra,hisz,niem;hist,ang,wos;132,90;141,46;157,60
3;3;2021;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;[O] geogr-ang-mat (ang-fra*,hisz*,niem*);1E_(mat+geo+ang);ogólnodostępny;30;;ang,fra,hisz,niem;geogr,ang,mat;149,85;155,05;165,00
4;4;2021;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;[O] biol-chem-ang (ang-fra*,hisz*,niem*);1F_(biol+chem+ang);ogólnodostępny;30;;ang,fra,hisz,niem;biol,chem,ang;144,45;150,24;172,85
5;5;2021;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;[O] geogr-ang-wos (ang-fra*,hisz*,niem*);1G_(geo+wos+ang);ogólnodostępny;30;;ang,fra,hisz,niem;geogr,ang,wos;142,25;149,09;166,85
6;6;2021;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;[O] pol-hist-hiszp (hisz*-ang);1A;ogólnodostępny;30;;hisz,ang;pol,hist,hiszp;132,20;142,20;173,65
7;7;2021;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;[O] hist-ang-pol (ang-fra*);1B;ogólnodostępny;30;;ang,fra;hist,ang,pol;129,75;140,31;162,70
8;8;2021;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;[O] geogr-mat-ang (ang-hisz*);1C;ogólnodostępny;30;;ang,hisz;geogr,mat,ang;148,05;156,24;170,70
9;9;2021;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;[O] mat-inf-fiz (ang-ros*);1D;ogólnodostępny;30;;ang,ros;mat,inf,fiz;139,70;147,96;168,10
10;10;2021;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;[O] mat-fiz-inf (ang-niem*);1E;ogólnodostępny;30;;ang,niem;mat,fiz,inf;142,40;150,02;166,00
11;11;2021;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;[O] biol-chem-mat (ang-niem*);1F;ogólnodostępny;30;;ang,niem;biol,chem,mat;143,05;150,76;175,25
12;12;2021;IV Liceum Ogólnokształcące im. Adama Mickiewicza;[O] fiz-ang-mat (ang-niem*);1A;ogólnodostępny;32;;ang,niem;fiz,ang,mat;157,50;161,66;174,75
13;13;2021;IV Liceum Ogólnokształcące im. Adama Mickiewicza;[O] geogr-ang-wos (ang-fra);1B;ogólnodostępny;32;;ang,fra;geogr,ang,wos;154,30;158,53;170,25
14;14;2021;IV Liceum Ogólnokształcące im. Adama Mickiewicza;[O] inf-ang-mat (ang-niem*);1c;ogólnodostępny;32;;ang,niem;inf,ang,mat;159,20;164,21;174,15
15;15;2021;IV Liceum Ogólnokształcące im. Adama Mickiewicza;[O] biol-chem-mat (ang-ros);1E;ogólnodostępny;32;;ang,ros;biol,chem,mat;150,10;156,63;164,60
16;16;2021;IV Liceum Ogólnokształcące im. Adama Mickiewicza;[O] geogr-ang-mat (ang-niem*);1S;ogólnodostępny;32;;ang,niem;geogr,ang,mat;152,65;157,49;169,35
17;17;2021;V LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. JÓZEFA PONIATOWSKIEGO;[O] geogr-pol-wos (ang-fra);1A_franc_podst;ogólnodostępny;31;;ang,fra;geogr,pol,wos;173,70;176,45;179,95
18;18;2021;V LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. JÓZEFA PONIATOWSKIEGO;[O] fiz-mat (ang-niem);1B_niem_kont;ogólnodostępny;31;;ang,niem;fiz,mat;176,95;178,81;189,00
19;19;2021;V LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. JÓZEFA PONIATOWSKIEGO;[O] fiz-mat (ang-fra);1B_franc_podst;ogólnodostępny;31;;ang,fra;fiz,mat;176,40;182,29;195,30
20;20;2021;V LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. JÓZEFA PONIATOWSKIEGO;[O] biol-chem-mat (ang-niem);1D_niem_podst;ogólnodostępny;31;;ang,niem;biol,chem,mat;176,45;180,69;193,95
21;21;2021;V LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. JÓZEFA PONIATOWSKIEGO;[O] biol-chem-mat (ang-niem);1D_niem_podst;ogólnodostępny;31;;ang,niem;biol,chem,mat;176,45;180,69;193,95
22;22;2021;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO W WARSZAWIE;[O] hist-pol-wos (ang-fra*);1A;ogólnodostępny;31;;ang,fra;hist,pol,wos;168,20;171,76;178,75
23;23;2021;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO W WARSZAWIE;[O] hist-pol-wos (ang-fra*);1D;ogólnodostępny;31;;ang,fra;hist,pol,wos;169,15;174,14;187,30
24;24;2021;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO W WARSZAWIE;[O] hist-pol-wos (ang-fra*);1A;ogólnodostępny;31;;ang,fra;hist,pol,wos;168,20;171,76;178,75
25;25;2021;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO W WARSZAWIE;[O] hist-pol-wos (ang-fra*);1D;ogólnodostępny;31;;ang,fra;hist,pol,wos;169,15;174,14;187,30
26;26;2021;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO W WARSZAWIE;[O] geogr-niem-mat (ang-niem*);1B;ogólnodostępny;31;;ang,niem;geogr,niem,mat;168,55;172,99;185,45
27;27;2021;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO W WARSZAWIE;[O] fiz-inf-mat (ang-niem*);1C;ogólnodostępny;31;;ang,niem;fiz,inf,mat;171,15;173,81;181,35
28;28;2021;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO W WARSZAWIE;[O] biol-chem-mat (ang-niem*);1E;ogólnodostępny;31;;ang,niem;biol,chem,mat;171,65;174,75;183,55
29;29;2021;X Liceum Ogólnokształcące im. Królowej Jadwigi;[O] pol-hist-wos (ang-fra);1A-(fr);ogólnodostępny;32;;ang,fra;pol,hist,wos;155,55;158,57;164,80
30;30;2021;X Liceum Ogólnokształcące im. Królowej Jadwigi;[O] pol-hist-wos (ang-hisz);1A-(hisz);ogólnodostępny;32;;ang,hisz;pol,hist,wos;156,30;157,88;165,60
31;31;2021;X Liceum Ogólnokształcące im. Królowej Jadwigi;[O] mat-fiz-inf (ang-niem);1B-(niem);ogólnodostępny;32;;ang,niem;mat,fiz,inf;165,95;168,33;175,35
32;32;2021;X Liceum Ogólnokształcące im. Królowej Jadwigi;[O] mat-fiz-inf (ang-hisz);1B-(hisz);ogólnodostępny;32;;ang,hisz;mat,fiz,inf;165,40;168,00;176,75
33;33;2021;X Liceum Ogólnokształcące im. Królowej Jadwigi;[O] geogr-ang-mat (ang-ros);1C-(ros);ogólnodostępny;32;;ang,ros;geogr,ang,mat;158,45;161,78;169,85
34;34;2021;X Liceum Ogólnokształcące im. Królowej Jadwigi;[O] biol-chem-ang (ang-fra);1D-(fr);ogólnodostępny;32;;ang,fra;biol,chem,ang;158,65;163,87;173,65
35;35;2021;X Liceum Ogólnokształcące im. Królowej Jadwigi;[O] biol-chem-ang (ang-ros);1D-(ros);ogólnodostępny;32;;ang,ros;biol,chem,ang;156,75;162,43;167,55
36;36;2021;X Liceum Ogólnokształcące im. Królowej Jadwigi;[O] hiszp-mat-wos (ang-hisz);1E-(hisz);ogólnodostępny;32;;ang,hisz;hiszp,mat,wos;152,15;155,83;162,40
37;37;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] fiz-ang-mat (ang-fra);1A-fra;ogólnodostępny;31;;ang,fra;fiz,ang,mat;168,70;171,01;175,00
38;38;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] fiz-ang-mat (ang-hisz);1A-hiszp;ogólnodostępny;31;;ang,hisz;fiz,ang,mat;173,00;175,28;178,40
39;39;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] fiz-ang-mat (ang-niem*);1A-niem;ogólnodostępny;31;;ang,niem;fiz,ang,mat;166,80;169,12;175,30
40;40;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] hist-antyk-pol (ang-fra);1B-fra;ogólnodostępny;31;;ang,fra;hist,antyk,pol;158,10;164,81;180,20
41;41;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] hist-antyk-pol (ang-hisz);1B-hisz;ogólnodostępny;31;;ang,hisz;hist,antyk,pol;159,90;163,95;172,15
42;42;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] hist-ang-wos (ang-niem*);1C-niem;ogólnodostępny;31;;ang,niem;hist,ang,wos;164,60;170,00;181,60
43;43;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] hist-ang-wos (ang-fra);1C-fra;ogólnodostępny;31;;ang,fra;hist,ang,wos;167,05;170,34;175,50
44;44;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] hist-ang-wos (ang-hisz);1C-hiszp;ogólnodostępny;31;;ang,hisz;hist,ang,wos;167,90;172,79;178,95
45;45;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] biol-chem-mat (ang-hisz);1D-hiszp;ogólnodostępny;31;;ang,hisz;biol,chem,mat;169,70;172,88;178,45
46;46;2021;XI Liceum Ogólnokształcące im. Mikołaja Reja;[O] biol-chem-mat (ang-fra);1D-fra;ogólnodostępny;31;;ang,fra;biol,chem,mat;168,75;170,06;173,55
47;47;2021;XII Liceum Ogólnokształcące im. Henryka Sienkiewicza;[O] fiz-inf-mat (ang-niem,ros);1a;ogólnodostępny;30;;ang,niem,ros;fiz,inf,mat;162,80;166,33;173,60
48;48;2021;XII Liceum Ogólnokształcące im. Henryka Sienkiewicza;[O] geogr-ang-mat (ang-hisz,wlo);1b;ogólnodostępny;30;;ang,hisz,wlo;geogr,ang,mat;163,35;166,32;173,90
49;49;2021;XII Liceum Ogólnokształcące im. Henryka Sienkiewicza;[O] biol-chem-mat (ang-fra,ros);1c;ogólnodostępny;30;;ang,fra,ros;biol,chem,mat;155,40;162,50;172,95
50;50;2021;XII Liceum Ogólnokształcące im. Henryka Sienkiewicza;[O] hist-pol-wos (ang-fra,niem);1d;ogólnodostępny;30;;ang,fra,niem;hist,pol,wos;153,55;160,23;174,15
51;51;2021;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;[O] hist-ang-pol (ang-fra,hisz);1A;ogólnodostępny;32;;ang,fra,hisz;hist,ang,pol;138,85;150,61;172,35
52;52;2021;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;[O] fiz-ang-mat (ang-hisz,niem);1B;ogólnodostępny;32;;ang,hisz,niem;fiz,ang,mat;149,75;155,87;172,30
53;53;2021;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;[O] biol-chem-ang (ang-niem,fra);1C;ogólnodostępny;32;;ang,niem,fra;biol,chem,ang;150,50;156,96;171,30
54;54;2021;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;[O] inf-ang-mat (ang-hisz,niem);1D;ogólnodostępny;32;;ang,hisz,niem;inf,ang,mat;156,85;162,91;171,85
55;55;2021;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;[O] geogr-ang-wos (ang-fra,niem);1E;ogólnodostępny;32;;ang,fra,niem;geogr,ang,wos;147,50;155,29;170,15
56;56;2021;XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli;[O] chem-ang-mat (ang-fra,hisz);1F;ogólnodostępny;32;;ang,fra,hisz;chem,ang,mat;122,90;143,44;172,40
57;57;2021;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;[D] geogr-ang-mat (niem-ang);1d;dwujęzyczny;31;;niem,ang;geogr,ang,mat;197,00;207,27;217,80
58;58;2021;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;[O] geogr-ang-mat (ang-niem*);1a;ogólnodostępny;31;;ang,niem;geogr,ang,mat;169,85;173,51;181,05
59;59;2021;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;[O] biol-chem-mat (ang*-niem*);1b;ogólnodostępny;31;;ang,niem;biol,chem,mat;166,30;170,47;179,55
60;60;2021;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;[O] hist-ang-pol (ang-niem*);1c;ogólnodostępny;31;;ang,niem;hist,ang,pol;158,55;165,30;177,85
61;61;2021;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;[DW] (niem-ang);0W;wstępny;31;;;;171,95;192,63;212,55
62;62;2021;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;[O] biol-chem-ang (ang-niem*);1e;ogólnodostępny;31;;ang,niem;biol,chem,ang;164,15;167,86;176,70
63;63;2021;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;[O] chem-fiz-mat (ang-niem*,fra*);1B;ogólnodostępny;31;;ang,niem,fra;chem,fiz,mat;167,60;171,50;186,15
64;64;2021;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;[O] hist-pol-wos (ang-niem*,fra*);1E;ogólnodostępny;31;;ang,niem,fra;hist,pol,wos;165,35;169,18;180,95
65;65;2021;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;[O] biol-chem-mat (ang-fra*,niem*,ros*);1Amat-biol-chem;ogólnodostępny;31;;ang,fra,niem,ros;biol,chem,mat;163,95;167,76;174,45
66;66;2021;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;[O] geogr-ang-mat (ang-fra*,niem*,ros*);1Cmat-geo-ang;ogólnodostępny;31;;ang,fra,niem,ros;geogr,ang,mat;161,25;166,62;179,60
67;67;2021;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;[O] geogr-mat-wos (ang-fra*,niem*,ros*);1Cmat-geo-wos;ogólnodostępny;31;;ang,fra,niem,ros;geogr,mat,wos;160,90;165,01;170,85
68;68;2021;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;[O] chem-fiz-mat (ang-fra*,niem*,ros*);1D-mat-fiz-chem;ogólnodostępny;31;;ang,fra,niem,ros;chem,fiz,mat;155,35;159,72;165,65
69;69;2021;XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. HUGONA KOŁŁĄTAJA W WARSZAWIE;[O] geogr-ang-mat (ang-hisz*);1b_ang;ogólnodostępny;32;;ang,hisz;geogr,ang,mat;170,90;173,50;185,10
70;70;2021;XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. HUGONA KOŁŁĄTAJA W WARSZAWIE;[O] hist-franc (fra*-ang);1e_fran;ogólnodostępny;32;;fra,ang;hist,franc;151,65;157,30;163,90
71;71;2021;XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. HUGONA KOŁŁĄTAJA W WARSZAWIE;[O] hist-niem (niem*-ang);1e_niem;ogólnodostępny;32;;niem,ang;hist,niem;147,35;156,25;165,75
72;72;2021;XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. HUGONA KOŁŁĄTAJA W WARSZAWIE;[O] inf-mat (ang-hisz*,niem*,ros*);1f;ogólnodostępny;32;;ang,hisz,niem,ros;inf,mat;168,20;173,29;183,75
73;73;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] fiz-ang-mat (ang-hisz*);1Ah;ogólnodostępny;30;;ang,hisz;fiz,ang,mat;163,85;167,04;178,15
74;74;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] fiz-ang-mat (ang-niem);1An;ogólnodostępny;30;;ang,niem;fiz,ang,mat;164,65;167,15;171,75
75;75;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] geogr-hiszp-mat (hisz-ang);1Bh;ogólnodostępny;30;;hisz,ang;geogr,hiszp,mat;162,00;165,82;176,25
76;76;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] geogr-niem-mat (niem-ang);1Bn;ogólnodostępny;30;;niem,ang;geogr,niem,mat;156,55;161,38;172,15
77;77;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] biol-chem-ang (ang-hisz*);1Ch;ogólnodostępny;30;;ang,hisz;biol,chem,ang;156,40;162,13;171,60
78;78;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] biol-chem-ang (ang-niem);1Cn;ogólnodostępny;30;;ang,niem;biol,chem,ang;160,05;164,85;168,00
79;79;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] biol-chem-mat (ang-hisz*);1Dh;ogólnodostępny;30;;ang,hisz;biol,chem,mat;157,20;163,60;174,85
80;80;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] biol-chem-mat (ang-niem);1Dn;ogólnodostępny;30;;ang,niem;biol,chem,mat;160,10;162,87;168,15
81;81;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] hist-pol-wos (ang-hisz*);1Eh;ogólnodostępny;30;;ang,hisz;hist,pol,wos;156,60;160,96;172,70
82;82;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[O] hist-pol-wos (ang-niem);1En;ogólnodostępny;30;;ang,niem;hist,pol,wos;154,05;156,53;162,80
83;83;2021;XXII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOSÉ MARTÍ;[D] geogr-hiszp-pol (hisz-ang);1H;dwujęzyczny;30;;hisz,ang;geogr,hiszp,pol;131,83;167,09;195,17
84;84;2021;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;[O] hist-ang-wos (ang-fra*);1A;ogólnodostępny;32;;ang,fra;hist,ang,wos;55,35;102,92;159,60
85;85;2021;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;[O] geogr-ang-wos (ang-hisz*);1B;ogólnodostępny;32;;ang,hisz;geogr,ang,wos;126,55;135,15;154,05
86;86;2021;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;[O] biol-geogr-ang (ang-niem*);1C;ogólnodostępny;32;;ang,niem;biol,geogr,ang;92,00;119,95;161,65
87;87;2021;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;[O] biol-chem-ang (ang-niem*);1D;ogólnodostępny;32;;ang,niem;biol,chem,ang;103,00;128,91;162,85
88;88;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] biol-chem-ang (ang-niem);1An;ogólnodostępny;30;;ang,niem;biol,chem,ang;155,25;161,05;172,00
89;89;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] biol-chem-ang (ang-hisz);1Ah;ogólnodostępny;30;;ang,hisz;biol,chem,ang;157,70;163,69;171,50
90;90;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] hist-pol-wos (ang-niem);1Bn;ogólnodostępny;30;;ang,niem;hist,pol,wos;148,85;154,01;170,20
91;91;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] hist-pol-wos (ang-fra);1Bf;ogólnodostępny;30;;ang,fra;hist,pol,wos;144,20;151,42;158,55
92;92;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] biol-chem-mat (ang-niem*);1C;ogólnodostępny;30;;ang,niem;biol,chem,mat;151,45;157,57;171,35
93;93;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] fiz-inf-mat (ang-niem*);1D;ogólnodostępny;30;;ang,niem;fiz,inf,mat;160,90;163,89;172,40
94;94;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] geogr-niem-mat (ang-niem);1En;ogólnodostępny;30;;ang,niem;geogr,niem,mat;153,90;158,63;166,15
95;95;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] geogr-franc-mat (ang-fra);1Ef;ogólnodostępny;30;;ang,fra;geogr,franc,mat;143,40;155,04;165,35
96;96;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] ang-niem-mat (ang-niem);1Fn;ogólnodostępny;30;;ang,niem;ang,niem,mat;153,45;160,75;183,40
97;97;2021;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;[O] ang-franc-mat (ang-fra);1Ff;ogólnodostępny;30;;ang,fra;ang,franc,mat;142,25;154,21;172,85
98;98;2021;XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego;[O] hist-pol (niem,hisz,fra-ang);1H;ogólnodostępny;30;;niem,hisz,fra,ang;hist,pol;177,80;181,53;188,25
99;99;2021;XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego;[O] fiz-inf-mat (niem,hisz,fra-ang);1M;ogólnodostępny;30;;niem,hisz,fra,ang;fiz,inf,mat;187,60;191,92;200,00
100;100;2021;XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego;[O] geogr-mat (niem,hisz,fra-ang);1S;ogólnodostępny;30;;niem,hisz,fra,ang;geogr,mat;185,20;188,89;194,55
101;101;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] fiz-mat (ang-niem);1a1;ogólnodostępny;32;;ang,niem;fiz,mat;167,65;170,78;182,15
102;102;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] fiz-mat (ang-hisz);1a2;ogólnodostępny;32;;ang,hisz;fiz,mat;169,10;173,15;181,15
103;103;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] fiz-inf-mat (ang-niem);1b1;ogólnodostępny;32;;ang,niem;fiz,inf,mat;167,55;171,97;182,35
104;104;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] fiz-inf-mat (ang-hisz);1b2;ogólnodostępny;32;;ang,hisz;fiz,inf,mat;169,50;174,41;189,20
105;105;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] geogr-niem-mat (ang-niem);1c1;ogólnodostępny;32;;ang,niem;geogr,niem,mat;166,25;174,55;189,50
106;106;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] geogr-ros-mat (ang-ros);1c2;ogólnodostępny;32;;ang,ros;geogr,ros,mat;163,30;168,80;183,05
107;107;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] biol-chem (ang-niem);1d1;ogólnodostępny;32;;ang,niem;biol,chem;165,65;170,64;176,35
108;108;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] biol-chem (ang-fra);1d2;ogólnodostępny;32;;ang,fra;biol,chem;165,55;169,42;177,10
109;109;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] hist-pol-wos (ang-niem);1e1;ogólnodostępny;32;;ang,niem;hist,pol,wos;162,30;167,58;173,95
110;110;2021;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;[O] hist-pol-wos (ang-hisz);1e2;ogólnodostępny;32;;ang,hisz;hist,pol,wos;162,70;168,54;176,20
111;111;2021;XXX Liceum Ogólnokształcące im. Jana Śniadeckiego;[O] geogr-ang (ang-niem,hisz);1d;ogólnodostępny;32;;ang,niem,hisz;geogr,ang;155,35;161,95;174,00
112;112;2021;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;[O] mat-geogr-hiszp (ang-hisz*);1a;ogólnodostępny;32;;ang,hisz;mat,geogr,hiszp;166,60;172,62;186,70
113;113;2021;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;[O] biol-chem-hiszp (ang-hisz*);1b;ogólnodostępny;32;;ang,hisz;biol,chem,hiszp;156,00;163,51;178,55
114;114;2021;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;[O] pol-hist-h.szt. (ang-hisz*);1c;ogólnodostępny;32;;ang,hisz;pol,hist,h.szt.;211,10;220,72;242,25
115;115;2021;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;[O] pol-wos-hiszp (ang-hisz*);1d;ogólnodostępny;32;;ang,hisz;pol,wos,hiszp;158,95;165,46;186,10
116;116;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] hist-pol-wos (ang-wlo);1AW;ogólnodostępny;31;;ang,wlo;hist,pol,wos;166,00;168,30;171,95
117;117;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] hist-pol-wos (ang-niem);1ANk;ogólnodostępny;31;;ang,niem;hist,pol,wos;165,30;170,20;177,25
118;118;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] hist-pol-wos (ang-niem);1ANp;ogólnodostępny;31;;ang,niem;hist,pol,wos;163,70;166,23;174,40
119;119;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] hist-pol-wos (ang-niem);1ANk;ogólnodostępny;31;;ang,niem;hist,pol,wos;165,30;170,20;177,25
120;120;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] hist-pol-wos (ang-niem);1ANp;ogólnodostępny;31;;ang,niem;hist,pol,wos;163,70;166,23;174,40
121;121;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] hist-pol-wos (ang-ros);1AR;ogólnodostępny;31;;ang,ros;hist,pol,wos;161,35;166,06;173,90
