;Unnamed: 0;year;school_name;class_name;class_symbol;class_type;class_size;occupation;available_languages;extended_subjects;points_stats_min;points_stats_avg;points_stats_max
1087;378;2022;Technikum Budowlane nr 5 im. prof. Stefana Bryły;[O] Technik urządzeń i systemów energetyki odnawialnej (ang-niem,ros);1st1,st2;ogólnodostępny;34;Technik urządzeń i systemów energetyki odnawialnej;ang,niem,ros;Technik urządzeń i systemów energetyki odnawialnej;60.0;-1;-1
1088;379;2022;Technikum Budowlane nr 5 im. prof. Stefana Bryły;[O] Technik robót wykończeniowych w budownictwie (ang-niem,ros);1wt1,wt2,wt3;ogólnodostępny;34;Technik robót wykończeniowych w budownictwie;ang,niem,ros;Technik robót wykończeniowych w budownictwie;31.95;-1;-1
1089;380;2022;Branżowa Szkoła I stopnia nr 66;[O] Monter zabudowy i robót wykończeniowych w budownictwie (ang);1mz;ogólnodostępny;36;Monter zabudowy i robót wykończeniowych w budownictwie;ang;Monter zabudowy i robót wykończeniowych w budownictwie;73.3;-1;-1
1090;381;2022;Branżowa Szkoła I stopnia nr 66;[O] Monter sieci i instalacji sanitarnych (ang);1sz;ogólnodostępny;36;Monter sieci i instalacji sanitarnych;ang;Monter sieci i instalacji sanitarnych;69.65;-1;-1
1091;382;2022;Branżowa Szkoła I stopnia nr 66;[O] Fryzjer (ang);1fz;ogólnodostępny;36;Fryzjer;ang;Fryzjer;40.5;-1;-1
1092;383;2022;Branżowa Szkoła I stopnia nr 66;[O] wielozawodowa (niem);1wz;ogólnodostępny;36;wielozawodowa;niem;wielozawodowa;57.9;-1;-1
1093;384;2022;Technikum nr 29;[O] Technik hotelarstwa (ang-fra,niem,ros);1H;ogólnodostępny;30;Technik hotelarstwa;ang,fra,niem,ros;Technik hotelarstwa;39.7;-1;-1
1094;385;2022;Technikum nr 29;[O] Technik organizacji turystyki (ang-fra,niem,ros);1Ta/b;ogólnodostępny;30;Technik organizacji turystyki;ang,fra,niem,ros;Technik organizacji turystyki;40.9;-1;-1
1095;386;2022;Technikum nr 29;[O] Technik reklamy (ang-fra,niem,ros);1Ra/b;ogólnodostępny;30;Technik reklamy;ang,fra,niem,ros;Technik reklamy;69.05;-1;-1
1096;387;2022;Technikum Ekonomiczne nr 8;[O] Technik ekonomista (ang-niem);1Bn;ogólnodostępny;34;Technik ekonomista;ang,niem;Technik ekonomista;78.9;-1;-1
1097;388;2022;Technikum Ekonomiczne nr 8;[O] Technik ekonomista (ang-niem);1Bn;ogólnodostępny;34;Technik ekonomista;ang,niem;Technik ekonomista;108.3;-1;-1
1098;389;2022;Technikum Ekonomiczne nr 8;[O] Technik ekonomista (ang-niem);1Cn;ogólnodostępny;34;Technik ekonomista;ang,niem;Technik ekonomista;78.9;-1;-1
1099;390;2022;Technikum Ekonomiczne nr 8;[O] Technik ekonomista (ang-niem);1Cn;ogólnodostępny;34;Technik ekonomista;ang,niem;Technik ekonomista;108.3;-1;-1
1100;391;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-hisz);1Dh;ogólnodostępny;34;Technik reklamy;ang,hisz;Technik reklamy;114.5;-1;-1
1101;392;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-hisz);1Dh;ogólnodostępny;34;Technik reklamy;ang,hisz;Technik reklamy;113.3;-1;-1
1102;393;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-hisz);1Eh;ogólnodostępny;34;Technik reklamy;ang,hisz;Technik reklamy;114.5;-1;-1
1103;394;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-hisz);1Eh;ogólnodostępny;34;Technik reklamy;ang,hisz;Technik reklamy;113.3;-1;-1
1104;395;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-niem);1Fn;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;73.0;-1;-1
1105;396;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-niem);1Fn;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;59.8;-1;-1
1106;397;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-niem);1Fn;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;38.5;-1;-1
1107;398;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-niem);1Dn;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;73.0;-1;-1
1108;399;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-niem);1Dn;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;59.8;-1;-1
1109;400;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-niem);1Dn;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;38.5;-1;-1
1110;401;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-niem);1En;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;73.0;-1;-1
1111;402;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-niem);1En;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;59.8;-1;-1
1112;403;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-niem);1En;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;38.5;-1;-1
1113;404;2022;Technikum Ekonomiczne nr 8;[O] Technik ekonomista (ang-ros);1G;ogólnodostępny;34;Technik ekonomista;ang,ros;Technik ekonomista;95.85;-1;-1
1114;405;2022;Technikum Ekonomiczne nr 8;[O] Technik ekonomista (ang-ros);1G;ogólnodostępny;34;Technik ekonomista;ang,ros;Technik ekonomista;49.85;-1;-1
1115;406;2022;Technikum Ekonomiczne nr 8;[O] Technik ekonomista (ang-ros);1Cr;ogólnodostępny;34;Technik ekonomista;ang,ros;Technik ekonomista;95.85;-1;-1
1116;407;2022;Technikum Ekonomiczne nr 8;[O] Technik ekonomista (ang-ros);1Cr;ogólnodostępny;34;Technik ekonomista;ang,ros;Technik ekonomista;49.85;-1;-1
1117;408;2022;Technikum Ekonomiczne nr 8;[O] Technik rachunkowości (ang-ros);1H;ogólnodostępny;34;Technik rachunkowości;ang,ros;Technik rachunkowości;33.4;-1;-1
1118;409;2022;Technikum Ekonomiczne nr 8;[O] Technik ekonomista (ang-hisz);1Bh;ogólnodostępny;34;Technik ekonomista;ang,hisz;Technik ekonomista;112.5;-1;-1
1119;410;2022;Technikum Ekonomiczne nr 8;[O] Technik reklamy (ang-ros);1Fr;ogólnodostępny;34;Technik reklamy;ang,ros;Technik reklamy;115.25;-1;-1
1120;411;2022;TECHNIKUM NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W WARSZAWIE;[O] Technik ekonomista (ang-niem*);1AE;ogólnodostępny;34;Technik ekonomista;ang,niem;Technik ekonomista;75.5;-1;-1
1121;412;2022;TECHNIKUM NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W WARSZAWIE;[O] Technik ekonomista (ang*-niem*);1BE;ogólnodostępny;34;Technik ekonomista;ang,niem;Technik ekonomista;28.95;-1;-1
1122;413;2022;TECHNIKUM NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W WARSZAWIE;[O] Technik ekonomista (ang*-ros*);1CE;ogólnodostępny;34;Technik ekonomista;ang,ros;Technik ekonomista;42.5;-1;-1
1123;414;2022;TECHNIKUM NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W WARSZAWIE;[O] Technik handlowiec (ang*-niem*);1AH;ogólnodostępny;34;Technik handlowiec;ang,niem;Technik handlowiec;65.65;-1;-1
1124;415;2022;TECHNIKUM NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W WARSZAWIE;[O] Technik handlowiec (ang*-ros*);1BH;ogólnodostępny;34;Technik handlowiec;ang,ros;Technik handlowiec;28.05;-1;-1
1125;416;2022;TECHNIKUM NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W WARSZAWIE;[O] Technik reklamy (ang*-ros*);1AR;ogólnodostępny;34;Technik reklamy;ang,ros;Technik reklamy;36.6;-1;-1
1126;417;2022;TECHNIKUM NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W WARSZAWIE;[O] Technik reklamy (ang*-niem*);1BR;ogólnodostępny;34;Technik reklamy;ang,niem;Technik reklamy;42.1;-1;-1
1127;418;2022;CXI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stefana Kisielewskiego;[I-i] hist-ang-pol (ang*-niem*);1Aai;integracyjny - niepełnosprawni;20;;ang,niem;hist,ang,pol;0.0;-1;-1
1128;419;2022;CXI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stefana Kisielewskiego;[I-o] hist-ang-pol (ang*-niem*);1Aai(O);integracyjny - ogólnodostępny;20;;ang,niem;hist,ang,pol;72.3;-1;-1
1129;420;2022;CXI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stefana Kisielewskiego;[O] hist-ang-pol (ang*-niem*);1Bm;ogólnodostępny;32;;ang,niem;hist,ang,pol;67.8;-1;-1
1130;421;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-i] Technik ekonomista (ang*-niem*);1aei;integracyjny - niepełnosprawni;20;Technik ekonomista;ang,niem;Technik ekonomista;0.0;-1;-1
1131;422;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-i] Technik ekonomista (ang*-niem*);1aei;integracyjny - niepełnosprawni;20;Technik ekonomista;ang,niem;Technik ekonomista;0.0;-1;-1
1132;423;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-i] Technik ekonomista (ang*-niem*);1bei;integracyjny - niepełnosprawni;20;Technik ekonomista;ang,niem;Technik ekonomista;0.0;-1;-1
1133;424;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-i] Technik ekonomista (ang*-niem*);1bei;integracyjny - niepełnosprawni;20;Technik ekonomista;ang,niem;Technik ekonomista;0.0;-1;-1
1134;425;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-o] Technik ekonomista (ang*-niem*);1aei(O);integracyjny - ogólnodostępny;20;Technik ekonomista;ang,niem;Technik ekonomista;71.1;-1;-1
1135;426;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-o] Technik ekonomista (ang*-niem*);1aei(O);integracyjny - ogólnodostępny;20;Technik ekonomista;ang,niem;Technik ekonomista;28.35;-1;-1
1136;427;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-o] Technik ekonomista (ang*-niem*);1bei(o);integracyjny - ogólnodostępny;20;Technik ekonomista;ang,niem;Technik ekonomista;71.1;-1;-1
1137;428;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-o] Technik ekonomista (ang*-niem*);1bei(o);integracyjny - ogólnodostępny;20;Technik ekonomista;ang,niem;Technik ekonomista;28.35;-1;-1
1138;429;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-i] Technik reklamy (ang*-niem*);1cri;integracyjny - niepełnosprawni;20;Technik reklamy;ang,niem;Technik reklamy;0.0;-1;-1
1139;430;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-o] Technik reklamy (ang*-niem*);1cri(o);integracyjny - ogólnodostępny;20;Technik reklamy;ang,niem;Technik reklamy;60.45;-1;-1
1140;431;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-i] Technik rachunkowości (ang*-niem*);1dRi;integracyjny - niepełnosprawni;20;Technik rachunkowości;ang,niem;Technik rachunkowości;0.0;-1;-1
1141;432;2022;Technikum nr 2 z Oddziałami Integracyjnymi;[I-o] Technik rachunkowości (ang*-niem*);1dRi(o);integracyjny - ogólnodostępny;20;Technik rachunkowości;ang,niem;Technik rachunkowości;47.55;-1;-1
1142;433;2022;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;[PW] hist-ang (ang-hisz,niem,ros);1ld;;30;;ang,hisz,niem,ros;hist,ang;78.0;-1;-1
1143;434;2022;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;[O] geogr-ang-hiszp (ang-hisz);1la;ogólnodostępny;34;;ang,hisz;geogr,ang,hiszp;86.7;-1;-1
1144;435;2022;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;[O] geogr-ang-hiszp (ang-hisz);1la;ogólnodostępny;34;;ang,hisz;geogr,ang,hiszp;101.4;-1;-1
1145;436;2022;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;[O] geogr-ang-hiszp (ang-hisz);1lb;ogólnodostępny;34;;ang,hisz;geogr,ang,hiszp;86.7;-1;-1
1146;437;2022;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;[O] geogr-ang-hiszp (ang-hisz);1lb;ogólnodostępny;34;;ang,hisz;geogr,ang,hiszp;101.4;-1;-1
1147;438;2022;CXXV Liceum Ogólnokształcące im. Waldemara Milewicza;[O] biol-ang (ang-hisz,niem);1lc;ogólnodostępny;34;;ang,hisz,niem;biol,ang;116.5;-1;-1
1148;439;2022;Technikum nr 3 im. Ludwika Krzywickiego;[O] Technik ekonomista (ang*-hisz,niem);1ta;ogólnodostępny;32;Technik ekonomista;ang,hisz,niem;Technik ekonomista;73.9;-1;-1
1149;440;2022;Technikum nr 3 im. Ludwika Krzywickiego;[O] Technik organizacji turystyki (ang-hisz,niem);1tb;ogólnodostępny;32;Technik organizacji turystyki;ang,hisz,niem;Technik organizacji turystyki;58.55;-1;-1
1150;441;2022;Technikum nr 3 im. Ludwika Krzywickiego;[O] Technik logistyk (ang-hisz,niem);1tc;ogólnodostępny;32;Technik logistyk;ang,hisz,niem;Technik logistyk;79.9;-1;-1
1151;442;2022;Technikum nr 25 im. Stanisława Staszica;[O] Technik informatyk (ang-niem);1i;ogólnodostępny;32;Technik informatyk;ang,niem;Technik informatyk;114.4;-1;-1
1152;443;2022;Technikum nr 25 im. Stanisława Staszica;[O] Technik programista (ang-niem);1p;ogólnodostępny;32;Technik programista;ang,niem;Technik programista;121.3;-1;-1
1153;444;2022;Technikum nr 25 im. Stanisława Staszica;[O] Technik spedytor (ang-niem);1s;ogólnodostępny;36;Technik spedytor;ang,niem;Technik spedytor;27.8;-1;-1
1154;445;2022;Technikum nr 25 im. Stanisława Staszica;[O] Technik organizacji turystyki (ang-hisz);1t;ogólnodostępny;36;Technik organizacji turystyki;ang,hisz;Technik organizacji turystyki;28.8;-1;-1
1155;446;2022;Technikum nr 20;[O] Technik handlowiec (ang*-niem*,ros*,hisz*);1C+1D;ogólnodostępny;34;Technik handlowiec;ang,niem,ros,hisz;Technik handlowiec;38.35;-1;-1
1156;447;2022;Technikum nr 20;[O] Technik organizacji turystyki (ang*-niem*,hisz*,ros*);1E+1F;ogólnodostępny;34;Technik organizacji turystyki;ang,niem,hisz,ros;Technik organizacji turystyki;50.25;-1;-1
1157;448;2022;Technikum nr 20;[O] Technik hotelarstwa (ang*-niem*,hisz*,ros*);1G+1H+1I;ogólnodostępny;34;Technik hotelarstwa;ang,niem,hisz,ros;Technik hotelarstwa;36.7;-1;-1
1158;449;2022;Technikum nr 12;[O] Technik organizacji turystyki (ang-hisz);1AT;ogólnodostępny;34;Technik organizacji turystyki;ang,hisz;Technik organizacji turystyki;73.55;-1;-1
1159;450;2022;Technikum nr 12;[O] Technik logistyk (ang-niem);1AL;ogólnodostępny;34;Technik logistyk;ang,niem;Technik logistyk;84.9;-1;-1
1160;451;2022;Technikum nr 12;[O] Technik eksploatacji portów i terminali (ang-niem);1AE;ogólnodostępny;34;Technik eksploatacji portów i terminali;ang,niem;Technik eksploatacji portów i terminali;46.9;-1;-1
1161;452;2022;XCVII Liceum Ogólnokształcące im. Olimpijczyków Polskich;[O] inf-ang-pol (ang-hisz);1A_hiszp.;ogólnodostępny;34;;ang,hisz;inf,ang,pol;54.0;-1;-1
1162;453;2022;XCVII Liceum Ogólnokształcące im. Olimpijczyków Polskich;[O] inf-ang-pol (ang-niem);1A_niem.;ogólnodostępny;34;;ang,niem;inf,ang,pol;69.35;-1;-1
1163;454;2022;XCVII Liceum Ogólnokształcące im. Olimpijczyków Polskich;[O] hist-ang-pol (ang-hisz);1B_hiszp.;ogólnodostępny;34;;ang,hisz;hist,ang,pol;93.0;-1;-1
1164;455;2022;XCVII Liceum Ogólnokształcące im. Olimpijczyków Polskich;[O] hist-ang-pol (ang-niem);1B_niem.;ogólnodostępny;34;;ang,niem;hist,ang,pol;44.85;-1;-1
1165;456;2022;VIII Liceum Ogólnokształcące im. Władysława IV;[O] hist-mat-wos (ang-fra*,hisz*,niem*,ros);1A;ogólnodostępny;32;;ang,fra,hisz,niem,ros;hist,mat,wos;173.25;-1;-1
1166;457;2022;VIII Liceum Ogólnokształcące im. Władysława IV;[O] biol-chem-mat (ang-hisz*,fra*,niem*,ros);1BF;ogólnodostępny;32;;ang,hisz,fra,niem,ros;biol,chem,mat;174.3;-1;-1
1167;458;2022;VIII Liceum Ogólnokształcące im. Władysława IV;[O] fiz-inf-mat (ang-fra*,hisz*,niem*,ros);1C;ogólnodostępny;32;;ang,fra,hisz,niem,ros;fiz,inf,mat;174.45;-1;-1
1168;459;2022;VIII Liceum Ogólnokształcące im. Władysława IV;[O] chem-fiz-mat (ang-fra*,hisz*,niem*,ros);1D;ogólnodostępny;32;;ang,fra,hisz,niem,ros;chem,fiz,mat;171.75;-1;-1
1169;460;2022;VIII Liceum Ogólnokształcące im. Władysława IV;[O] geogr-ang-mat (ang-fra*,hisz*,niem*,ros);1E;ogólnodostępny;32;;ang,fra,hisz,niem,ros;geogr,ang,mat;174.75;-1;-1
1170;461;2022;LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta;[O] biol-ang-pol (ang*-hisz*,niem*);1a;ogólnodostępny;32;;ang,hisz,niem;biol,ang,pol;128.45;-1;-1
1171;462;2022;LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta;[O] geogr-ang-hiszp (ang*-hisz*);1b;ogólnodostępny;32;;ang,hisz;geogr,ang,hiszp;136.3;-1;-1
1172;463;2022;LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta;[O] geogr-ang-mat (ang*-hisz*,niem*);1c;ogólnodostępny;32;;ang,hisz,niem;geogr,ang,mat;130.6;-1;-1
1173;464;2022;LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta;[O] hist-ang-pol (ang*-hisz*,niem*);1d;ogólnodostępny;32;;ang,hisz,niem;hist,ang,pol;119.55;-1;-1
1174;465;2022;Technikum Księgarskie im. Stefana Żeromskiego;[O] Technik grafiki i poligrafii cyfrowej (ang*-hisz*,niem*,ros*);1tg;ogólnodostępny;36;Technik grafiki i poligrafii cyfrowej;ang,hisz,niem,ros;Technik grafiki i poligrafii cyfrowej;109.65;-1;-1
1175;466;2022;Technikum Księgarskie im. Stefana Żeromskiego;[O] Technik reklamy (ang*-hisz*,niem*,ros*);1tr;ogólnodostępny;36;Technik reklamy;ang,hisz,niem,ros;Technik reklamy;91.65;-1;-1
1176;467;2022;Technikum nr 27 im. prof. Józefa Zawadzkiego;[O] Technik analityk (ang-niem*);1TABC;ogólnodostępny;32;Technik analityk;ang,niem;Technik analityk;47.85;-1;-1
1177;468;2022;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] fiz-ang-mat (ang-niem*);1A;ogólnodostępny;32;;ang,niem;fiz,ang,mat;154.7;-1;-1
1178;469;2022;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] geogr-ang-mat (ang-niem*);1B;ogólnodostępny;32;;ang,niem;geogr,ang,mat;155.8;-1;-1
1179;470;2022;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] hist-pol-wos (ang-hisz*);1C;ogólnodostępny;32;;ang,hisz;hist,pol,wos;143.4;-1;-1
1180;471;2022;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] biol-chem-mat (ang-hisz*);1D;ogólnodostępny;32;;ang,hisz;biol,chem,mat;157.65;-1;-1
1181;472;2022;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] ang-hiszp-pol (ang-hisz*);1E;ogólnodostępny;32;;ang,hisz;ang,hiszp,pol;157.9;-1;-1
1182;473;2022;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] geogr-mat-wos (ang-niem*);1F;ogólnodostępny;32;;ang,niem;geogr,mat,wos;140.8;-1;-1
1183;474;2022;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] ang-niem-pol (ang-niem*);1G;ogólnodostępny;32;;ang,niem;ang,niem,pol;108.8;-1;-1
1184;475;2022;Technikum Elektryczno-Elektroniczne nr 1;[O] Technik elektronik (ang-niem*);1T;ogólnodostępny;32;Technik elektronik;ang,niem;Technik elektronik;128.5;-1;-1
1185;476;2022;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] hist-ang-pol (ang-niem*);1AL;ogólnodostępny;32;;ang,niem;hist,ang,pol;130.8;-1;-1
1186;477;2022;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] biol-chem-ang (ang-wlo*);1BL;ogólnodostępny;32;;ang,wlo;biol,chem,ang;145.35;-1;-1
1187;478;2022;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] geogr-mat-wos (ang-hisz*);1CL;ogólnodostępny;32;;ang,hisz;geogr,mat,wos;128.6;-1;-1
1188;479;2022;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] geogr-ang-wos (ang-hisz*);1DL;ogólnodostępny;32;;ang,hisz;geogr,ang,wos;132.15;-1;-1
1189;480;2022;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] ang-pol-wło (ang-wlo);1EL;ogólnodostępny;32;;ang,wlo;ang,pol,wło;127.75;-1;-1
1190;481;2022;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] hist-ang-pol (ang-wlo*);1FL;ogólnodostępny;32;;ang,wlo;hist,ang,pol;134.85;-1;-1
1191;482;2022;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] biol-chem-ang (ang-niem*);1GL;ogólnodostępny;32;;ang,niem;biol,chem,ang;133.75;-1;-1
1192;483;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-i] hist-pol (ang-niem,ros);1Ai;integracyjny - niepełnosprawni;20;;ang,niem,ros;hist,pol;0.0;-1;-1
1193;484;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-i] hist-pol (ang-niem,ros);1Ai;integracyjny - niepełnosprawni;20;;ang,niem,ros;hist,pol;0.0;-1;-1
1194;485;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-i] hist-pol (ang-niem,ros);1Di;integracyjny - niepełnosprawni;20;;ang,niem,ros;hist,pol;0.0;-1;-1
1195;486;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-i] hist-pol (ang-niem,ros);1Di;integracyjny - niepełnosprawni;20;;ang,niem,ros;hist,pol;0.0;-1;-1
1196;487;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-i] geogr-ang (ang-niem,ros);1Bi;integracyjny - niepełnosprawni;20;;ang,niem,ros;geogr,ang;0.0;-1;-1
1197;488;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-i] biol-ang (ang-niem,ros);1Ci;integracyjny - niepełnosprawni;20;;ang,niem,ros;biol,ang;0.0;-1;-1
1198;489;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[O] ang-pol (ang-niem,ros);1E;ogólnodostępny;32;;ang,niem,ros;ang,pol;115.55;-1;-1
1199;490;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-o] geogr-ang (ang-niem,ros);1B;integracyjny - ogólnodostępny;20;;ang,niem,ros;geogr,ang;131.4;-1;-1
1200;491;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-o] hist-pol (ang-niem,ros);1A;integracyjny - ogólnodostępny;20;;ang,niem,ros;hist,pol;110.7;-1;-1
1201;492;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-o] hist-pol (ang-niem,ros);1A;integracyjny - ogólnodostępny;20;;ang,niem,ros;hist,pol;101.8;-1;-1
1202;493;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-o] hist-pol (ang-niem,ros);1D;integracyjny - ogólnodostępny;20;;ang,niem,ros;hist,pol;110.7;-1;-1
1203;494;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-o] hist-pol (ang-niem,ros);1D;integracyjny - ogólnodostępny;20;;ang,niem,ros;hist,pol;101.8;-1;-1
1204;495;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-o] biol-ang (ang-niem,ros);1C;integracyjny - ogólnodostępny;20;;ang,niem,ros;biol,ang;136.5;-1;-1
1205;496;2022;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[O] inf-mat (ang-niem,ros);1F;ogólnodostępny;32;;ang,niem,ros;inf,mat;127.75;-1;-1
1206;497;2022;Technikum nr 24;[O] Technik informatyk (ang*-ros,niem);1AI,BI,CI;ogólnodostępny;34;Technik informatyk;ang,ros,niem;Technik informatyk;116.5;-1;-1
1207;498;2022;Technikum nr 24;[O] Technik grafiki i poligrafii cyfrowej (ang*-niem,ros);1DG,1EG,1FG;ogólnodostępny;34;Technik grafiki i poligrafii cyfrowej;ang,niem,ros;Technik grafiki i poligrafii cyfrowej;87.05;-1;-1
1208;499;2022;Branżowa Szkoła I stopnia nr 31;[O] Fryzjer (ang);1aa;ogólnodostępny;38;Fryzjer;ang;Fryzjer;20.65;-1;-1
1209;500;2022;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1aw;ogólnodostępny;36;wielozawodowa;ang,ros;wielozawodowa;37.5;-1;-1
